rnti,phr,dl_tbs,ul_tbs,dl_aggr_prb,wb_cqi,pusch_snr,pucch_snr,ul_rssi,dl_bler,ul_bler,dl_mcs,ul_mcs,target_future_rssi
70,30,922604,1181533,20,15,29.94855308532715,35.19024658203125,67.5183334350586,0.0,0.0,26,23,67.96631622314453
70,30,922521,1181576,20,15,30.224870681762695,33.17605209350586,67.96631622314453,0.0,0.0,26,22,64.01438903808594
70,30,922708,1181600,20,15,30.487770080566406,33.54581069946289,64.01438903808594,0.0,0.0,26,22,64.01438903808594
70,30,922758,1181494,20,15,30.487770080566406,33.91272735595703,64.01438903808594,0.0,0.0,26,22,64.01438903808594
70,30,922675,1181387,20,15,30.487770080566406,34.33961868286133,64.01438903808594,0.0,0.0,26,22,64.59944152832031
70,30,922592,1181328,20,15,30.400014877319336,34.33961868286133,64.59944152832031,0.0,0.0,26,22,65.12615966796875
70,30,922509,1181449,20,15,30.001373291015625,32.28854751586914,65.12615966796875,0.0,0.0,26,22,63.275535583496094
70,30,922701,1181613,20,15,29.6533145904541,32.28854751586914,63.275535583496094,0.0,0.0,26,22,60.10963821411133
70,30,922878,1181815,20,15,29.1149845123291,32.292030334472656,60.10963821411133,0.0,0.0,26,23,60.10954284667969
70,30,922795,1181755,20,15,29.147550582885742,32.292030334472656,60.10954284667969,0.0,0.0,26,23,60.10954284667969
70,30,922712,1181649,20,15,29.147550582885742,32.292030334472656,60.10954284667969,0.0,0.0,26,23,59.86992263793945
70,30,922619,1181876,20,15,28.64937973022461,31.407596588134766,59.86992263793945,0.0,0.0,26,23,60.25833511352539
70,30,922810,1182041,20,15,28.448741912841797,31.407596588134766,60.25833511352539,0.0,0.0,26,23,59.70841979980469
70,30,922987,1182122,20,15,28.271257400512695,32.13469314575195,59.70841979980469,0.0,0.0,26,23,59.99581527709961
70,30,922904,1182058,20,15,28.353431701660156,32.13469314575195,59.99581527709961,0.0,0.0,26,23,60.25453186035156
70,30,922958,1181994,20,15,28.43916130065918,32.55141067504883,60.25453186035156,0.0,0.0,26,23,61.42549514770508
70,30,922865,1181963,20,15,28.911357879638672,32.55141067504883,61.42549514770508,0.0,0.0,26,22,62.4395866394043
70,30,922919,1181992,20,15,29.16681480407715,32.89009094238281,62.4395866394043,0.0,0.0,26,22,62.59247589111328
70,30,922974,1181937,20,15,29.141569137573242,33.265525817871094,62.59247589111328,0.0,0.0,26,22,63.31916046142578
70,30,922880,1181909,20,15,29.28729820251465,33.265525817871094,63.31916046142578,0.0,0.0,26,21,63.8499755859375
70,30,922934,1181914,20,15,29.146841049194336,31.720252990722656,63.8499755859375,0.0,0.0,26,21,62.62886047363281
70,30,922841,1181820,20,15,29.807579040527344,32.05567932128906,62.62886047363281,0.0,0.0,26,20,61.91676712036133
70,30,922891,1181785,20,15,30.455102920532227,32.280094146728516,61.91676712036133,0.0,0.0,26,19,63.42521667480469
70,30,922808,1181987,20,15,30.502904891967773,32.280094146728516,63.42521667480469,0.0,0.0,26,19,64.93952178955078
70,30,922977,1182268,20,15,29.964948654174805,32.280094146728516,64.93952178955078,0.0,0.0,26,20,65.43119049072266
70,30,923168,1182393,20,15,29.545907974243164,32.98432922363281,65.43119049072266,0.0,0.0,26,20,65.6680908203125
70,30,923075,1182320,20,15,29.53981590270996,32.98432922363281,65.6680908203125,0.0,0.0,26,20,66.08737182617188
70,30,922992,1182440,20,15,29.1663818359375,32.98432922363281,66.08737182617188,0.0,0.0,26,21,65.07340240478516
70,30,923183,1182604,20,15,28.874113082885742,31.653202056884766,65.07340240478516,0.0,0.0,26,21,65.2237548828125
70,30,923223,1182605,20,15,28.681005477905273,31.96638298034668,65.2237548828125,0.0,0.0,26,21,65.35910034179688
70,30,923277,1182566,20,15,28.648603439331055,32.4499626159668,65.35910034179688,0.0,0.0,26,21,65.48094940185547
70,30,923194,1182461,20,15,29.411823272705078,32.4499626159668,65.48094940185547,0.0,0.0,26,21,65.9195327758789
70,30,923101,1182483,20,15,29.37494659423828,32.68827819824219,65.9195327758789,0.0,0.0,26,21,66.5792236328125
70,30,923155,1182562,20,15,29.560138702392578,32.68827819824219,66.5792236328125,0.0,0.0,26,21,67.2024154663086
70,30,923199,1182698,20,15,29.466751098632812,32.68827819824219,67.2024154663086,0.0,0.0,26,21,67.39707946777344
70,30,923253,1182712,20,15,29.353050231933594,33.477352142333984,67.39707946777344,0.0,0.0,26,21,67.5722885131836
70,30,923307,1182717,20,15,29.24435043334961,33.62615966796875,67.5722885131836,0.0,0.0,26,21,67.72999572753906
70,30,923224,1182612,20,15,29.582483291625977,33.81794357299805,67.72999572753906,0.0,0.0,26,21,67.94422912597656
70,30,923131,1182633,20,15,29.44666290283203,33.81794357299805,67.94422912597656,0.0,0.0,26,21,68.19605255126953
70,30,923185,1182713,20,15,29.433273315429688,33.81794357299805,68.19605255126953,0.0,0.0,26,21,65.65780639648438
70,30,923225,1182848,20,15,29.2652587890625,32.83558654785156,65.65780639648438,0.0,0.0,26,21,66.11774444580078
70,30,923279,1182853,20,15,29.490076065063477,33.098960876464844,66.11774444580078,0.0,0.0,26,21,66.1524429321289
70,30,923333,1182814,20,15,29.367969512939453,33.42095947265625,66.1524429321289,0.0,0.0,26,21,64.71553039550781
70,30,923240,1182741,20,15,29.367420196533203,33.42095947265625,64.71553039550781,0.0,0.0,26,21,64.74687957763672
70,30,923157,1182724,20,15,29.228893280029297,33.873931884765625,64.74687957763672,0.0,0.0,26,21,65.26007080078125
70,30,923211,1182729,20,15,29.220369338989258,33.873931884765625,65.26007080078125,0.0,0.0,26,22,65.74514770507812
70,30,923118,1182766,20,15,29.34548568725586,33.873931884765625,65.74514770507812,0.0,0.0,26,22,65.7848892211914
70,30,923305,1182739,20,15,29.588199615478516,33.21879959106445,65.7848892211914,0.0,0.0,26,22,66.54695892333984
70,30,923222,1182681,20,15,30.201534271240234,33.21879959106445,66.54695892333984,0.0,0.0,26,22,67.17952728271484
70,30,923129,1182679,20,15,30.43947410583496,33.21879959106445,67.17952728271484,0.0,0.0,26,22,67.90035247802734
70,30,923183,1182904,20,15,30.156375885009766,33.21879959106445,67.90035247802734,0.0,0.0,26,22,68.27582550048828
70,30,923511,1183151,20,15,29.6175479888916,33.472496032714844,68.27582550048828,0.0,0.0,26,22,68.28394317626953
70,30,923565,1183069,20,15,29.802688598632812,34.02081298828125,68.28394317626953,0.0,0.0,26,22,68.291259765625
70,30,923472,1182951,20,15,30.329723358154297,34.02081298828125,68.291259765625,0.0,0.0,26,21,68.45010375976562
70,30,923389,1182986,20,15,30.304004669189453,34.34912109375,68.45010375976562,0.0,0.0,26,21,68.71621704101562
70,30,923433,1183052,20,15,30.247547149658203,34.34912109375,68.71621704101562,0.0,0.0,26,21,68.93233489990234
70,30,923497,1183193,20,15,29.88884735107422,34.34912109375,68.93233489990234,0.0,0.0,26,21,69.02709197998047
70,30,923541,1183214,20,15,29.805509567260742,34.423397064208984,69.02709197998047,0.0,0.0,26,22,69.10791015625
70,30,923595,1183219,20,15,29.658937454223633,34.5351676940918,69.10791015625,0.0,0.0,26,22,69.18067932128906
70,30,923502,1183101,20,15,30.098119735717773,34.845035552978516,69.18067932128906,0.0,0.0,26,21,69.30810546875
70,30,923419,1183136,20,15,29.98455047607422,34.845035552978516,69.30810546875,0.0,0.0,26,21,69.4162368774414
70,30,923463,1183227,20,15,30.01515007019043,34.845035552978516,69.4162368774414,0.0,0.0,26,21,69.56941223144531
70,30,923517,1183443,20,15,29.97168731689453,34.845035552978516,69.56941223144531,0.0,0.0,26,22,69.64822387695312
70,30,923560,1183481,20,15,30.081756591796875,34.940162658691406,69.64822387695312,0.0,0.0,26,22,69.6709213256836
70,30,923614,1183439,20,15,30.156455993652344,34.99714279174805,69.6709213256836,0.0,0.0,26,22,69.6721420288086
70,30,923532,1183423,20,15,29.94674301147461,34.99714279174805,69.6721420288086,0.0,0.0,26,22,69.6732406616211
70,30,923571,1183393,20,15,29.79244041442871,35.257930755615234,69.6732406616211,0.0,0.0,26,22,69.69219207763672
70,30,923489,1183313,20,15,30.279577255249023,35.257930755615234,69.69219207763672,0.0,0.0,26,21,69.7100601196289
70,30,923406,1183278,20,15,30.787534713745117,35.257930755615234,69.7100601196289,0.0,0.0,26,20,69.725341796875
70,30,923323,1183411,20,15,30.37226676940918,35.257930755615234,69.725341796875,0.0,0.0,26,20,69.7514877319336
70,30,923514,1183648,20,15,30.278385162353516,35.257930755615234,69.7514877319336,0.0,0.0,26,20,69.76210021972656
70,30,923694,1183639,20,15,30.148239135742188,35.46699523925781,69.76210021972656,0.0,0.0,26,20,69.76409912109375
70,30,923611,1183553,20,15,30.326189041137695,35.46699523925781,69.76409912109375,0.0,0.0,26,20,69.76589965820312
70,30,923665,1183467,20,15,30.425657272338867,35.876529693603516,69.76589965820312,0.0,0.0,26,20,69.77653503417969
70,30,923572,1183468,20,15,30.84584617614746,35.876529693603516,69.77653503417969,0.0,0.0,26,20,69.7861099243164
70,30,923626,1183528,20,15,30.571821212768555,35.876529693603516,69.7861099243164,0.0,0.0,26,20,69.80870056152344
70,30,923670,1183741,20,15,30.23247528076172,35.876529693603516,69.80870056152344,0.0,0.0,26,21,69.81397247314453
70,30,923724,1183754,20,15,30.147188186645508,36.01685333251953,69.81397247314453,0.0,0.0,26,21,69.81947326660156
70,30,923778,1183650,20,15,30.512041091918945,36.269935607910156,69.81947326660156,0.0,0.0,26,20,69.82568359375
70,30,923685,1183574,20,15,31.186742782592773,36.269935607910156,69.82568359375,0.0,0.0,26,20,69.82623291015625
70,30,923734,1183495,20,15,31.09001350402832,34.555076599121094,69.82623291015625,0.0,0.0,26,20,67.8683853149414
70,30,923652,1183437,20,15,31.295080184936523,34.555076599121094,67.8683853149414,0.0,0.0,26,20,64.52046203613281
70,30,923559,1183531,20,15,31.17122459411621,34.555076599121094,64.52046203613281,0.0,0.0,26,21,63.09434127807617
70,30,923623,1183670,20,15,30.73909568786621,34.63815689086914,63.09434127807617,0.0,0.0,26,21,60.65325164794922
70,30,923950,1183905,20,15,30.158010482788086,34.843807220458984,60.65325164794922,0.0,0.0,26,21,60.65443801879883
70,30,923857,1183806,20,15,30.251296997070312,35.08900833129883,60.65443801879883,0.0,0.0,26,21,60.65557098388672
70,30,923911,1183719,20,15,30.297801971435547,35.28550720214844,60.65557098388672,0.0,0.0,26,21,61.577816009521484
70,30,923828,1183734,20,15,30.57142448425293,35.28550720214844,61.577816009521484,0.0,0.0,26,20,62.40576171875
70,30,923872,1183734,20,15,30.460901260375977,35.51774978637695,62.40576171875,0.0,0.0,26,20,63.15066909790039
70,30,923790,1183639,20,15,31.036046981811523,35.51774978637695,63.15066909790039,0.0,0.0,26,20,63.821083068847656
70,30,923833,1183555,20,15,31.37077522277832,35.73868942260742,63.821083068847656,0.0,0.0,26,20,62.77643585205078
70,30,923751,1183613,20,15,30.965614318847656,35.73868942260742,62.77643585205078,0.0,0.0,26,20,62.7763671875
70,30,923804,1183626,20,15,30.63620948791504,35.929534912109375,62.7763671875,0.0,0.0,26,20,63.48554229736328
70,30,923712,1183518,20,15,30.877214431762695,35.944915771484375,63.48554229736328,0.0,0.0,26,20,64.12516021728516
70,30,923766,1183446,20,15,31.301586151123047,35.944915771484375,64.12516021728516,0.0,0.0,26,20,65.21785736083984
70,30,923683,1183420,20,15,31.30446434020996,35.944915771484375,65.21785736083984,0.0,0.0,26,21,66.10401153564453
70,30,923591,1183571,20,15,30.960081100463867,35.944915771484375,66.10401153564453,0.0,0.0,26,21,67.12716674804688
70,30,923780,1183825,20,15,30.449838638305664,35.99595642089844,67.12716674804688,0.0,0.0,26,21,67.64852142333984
70,30,923970,1183957,20,15,30.153034210205078,35.9844856262207,67.64852142333984,0.0,0.0,26,21,67.64933013916016
70,30,923878,1183848,20,15,30.395431518554688,35.9844856262207,67.64933013916016,0.0,0.0,26,21,67.65007781982422
70,30,923927,1183753,20,15,30.715667724609375,36.19792938232422,67.65007781982422,0.0,0.0,26,21,67.8725357055664
70,30,923835,1183660,20,15,31.123577117919922,36.19792938232422,67.8725357055664,0.0,0.0,26,21,68.07333374023438
70,30,923763,1183638,20,15,31.486886978149414,36.19792938232422,68.07333374023438,0.0,0.0,26,20,68.41561889648438
70,30,923670,1183922,20,15,30.58182716369629,36.19792938232422,68.41561889648438,0.0,0.0,26,20,68.69288635253906
70,30,924006,1184280,20,15,29.67000389099121,36.19792938232422,68.69288635253906,0.0,0.0,26,21,68.91719055175781
70,30,924186,1184435,20,15,29.30634307861328,36.30197525024414,68.91719055175781,0.0,0.0,26,21,68.91719055175781
70,30,924103,1184330,20,15,29.30634307861328,36.30197525024414,68.91719055175781,0.0,0.0,26,21,68.91719055175781
70,30,924011,1184211,20,15,29.30634307861328,36.324180603027344,68.91719055175781,0.0,0.0,26,21,69.01359558105469
70,30,923928,1184152,20,15,29.35728645324707,36.324180603027344,69.01359558105469,0.0,0.0,26,21,69.09839630126953
70,30,923836,1184390,20,15,28.787464141845703,34.98065185546875,69.09839630126953,0.0,0.0,26,22,66.43291473388672
70,30,924161,1184713,20,15,28.32253646850586,34.98065185546875,66.43291473388672,0.0,0.0,26,22,65.29622650146484
70,30,924347,1184955,20,15,27.9677677154541,35.2390022277832,65.29622650146484,0.0,0.0,26,22,65.75389099121094
70,30,924254,1184847,20,15,28.22650146484375,35.523338317871094,65.75389099121094,0.0,0.0,26,22,66.16581726074219
70,30,924308,1184751,20,15,28.459901809692383,35.601409912109375,66.16581726074219,0.0,0.0,26,22,66.53681945800781
70,30,924215,1184658,20,15,29.01246452331543,35.601409912109375,66.53681945800781,0.0,0.0,26,22,67.17105102539062
70,30,924133,1184623,20,15,29.462825775146484,35.601409912109375,67.17105102539062,0.0,0.0,26,21,67.68499755859375
70,30,924051,1184920,20,15,28.93600845336914,35.601409912109375,67.68499755859375,0.0,0.0,26,21,68.1014633178711
70,30,924376,1185264,20,15,28.361440658569336,35.66373825073242,68.1014633178711,0.0,0.0,26,22,68.27921295166016
70,30,924561,1185432,20,15,28.259078979492188,35.59484100341797,68.27921295166016,0.0,0.0,26,22,68.27921295166016
70,30,924479,1185327,20,15,28.259078979492188,35.81770324707031,68.27921295166016,0.0,0.0,26,22,68.4384765625
70,30,924387,1185254,20,15,28.26549530029297,35.81770324707031,68.4384765625,0.0,0.0,26,22,68.58143615722656
70,30,924304,1185373,20,15,28.066389083862305,34.54769515991211,68.58143615722656,0.0,0.0,26,22,67.17124938964844
70,30,924494,1185536,20,15,28.023683547973633,34.54769515991211,67.17124938964844,0.0,0.0,26,22,65.9021987915039
70,30,924683,1185745,20,15,27.784143447875977,34.82697296142578,65.9021987915039,0.0,0.0,26,22,65.9021987915039
70,30,924591,1185626,20,15,27.784143447875977,35.1060676574707,65.9021987915039,0.0,0.0,26,22,66.2988510131836
70,30,924508,1185567,20,15,27.827470779418945,35.1060676574707,66.2988510131836,0.0,0.0,26,22,66.65640258789062
70,30,924416,1185673,20,15,27.646528244018555,33.93544387817383,66.65640258789062,0.0,0.0,26,22,65.46649169921875
70,30,924616,1185848,20,15,27.64446258544922,33.93544387817383,65.46649169921875,0.0,0.0,26,22,64.3957748413086
70,30,924801,1186061,20,15,27.4781436920166,34.28114318847656,64.3957748413086,0.0,0.0,26,23,64.94357299804688
70,30,924708,1185984,20,15,27.567407608032227,34.658016204833984,64.94357299804688,0.0,0.0,26,23,65.43663024902344
70,30,924762,1185920,20,15,27.659523010253906,34.66156005859375,65.43663024902344,0.0,0.0,26,23,65.88038635253906
70,30,924669,1185827,20,15,28.279619216918945,34.66156005859375,65.88038635253906,0.0,0.0,26,22,66.6392593383789
70,30,924587,1185792,20,15,28.861791610717773,34.66156005859375,66.6392593383789,0.0,0.0,26,21,67.25393676757812
70,30,924641,1186089,20,15,28.443716049194336,34.66156005859375,67.25393676757812,0.0,0.0,26,22,67.75186157226562
70,30,924830,1186441,20,15,27.938785552978516,34.66156005859375,67.75186157226562,0.0,0.0,26,22,67.7518539428711
70,30,924873,1186341,20,15,28.309659957885742,34.92234420776367,67.7518539428711,0.0,0.0,26,22,67.75128173828125
70,30,924916,1186242,20,15,28.664451599121094,35.379310607910156,67.75128173828125,0.0,0.0,26,22,67.75079345703125
70,30,924844,1186151,20,15,29.198612213134766,35.379310607910156,67.75079345703125,0.0,0.0,26,21,66.6807861328125
70,30,924752,1186270,20,15,28.957794189453125,34.149505615234375,66.6807861328125,0.0,0.0,26,21,66.99922180175781
70,30,924801,1186166,20,15,29.299396514892578,34.476261138916016,66.99922180175781,0.0,0.0,26,21,67.28509521484375
70,30,924709,1186122,20,15,29.702411651611328,34.476261138916016,67.28509521484375,0.0,0.0,26,20,67.77532958984375
70,30,924752,1186260,20,15,29.412046432495117,34.41953659057617,67.77532958984375,0.0,0.0,26,20,67.77560424804688
70,30,924680,1186358,20,15,29.099531173706055,34.41953659057617,67.77560424804688,0.0,0.0,26,20,68.17333984375
70,30,924859,1186360,20,15,29.215534210205078,34.68802261352539,68.17333984375,0.0,0.0,26,21,68.34329223632812
70,30,924912,1186256,20,15,29.46657371520996,34.75297546386719,68.34329223632812,0.0,0.0,26,20,68.3449935913086
70,30,924820,1186322,20,15,29.303611755371094,33.353294372558594,68.3449935913086,0.0,0.0,26,20,68.34573364257812
70,30,924873,1186218,20,15,30.093557357788086,33.7287483215332,68.34573364257812,0.0,0.0,26,20,68.63678741455078
70,30,924781,1186175,20,15,30.55148696899414,33.7287483215332,68.63678741455078,0.0,0.0,26,19,67.28105163574219
70,30,924699,1186207,20,15,30.412879943847656,32.669857025146484,67.28105163574219,0.0,0.0,26,19,64.96276092529297
70,30,924752,1186451,20,15,30.36231803894043,32.669857025146484,64.96276092529297,0.0,0.0,26,19,63.763946533203125
70,30,924941,1186786,20,15,29.683622360229492,33.211055755615234,63.763946533203125,0.0,0.0,26,20,64.37467956542969
70,30,925130,1186727,20,15,29.685077667236328,33.69875717163086,64.37467956542969,0.0,0.0,26,20,64.37471771240234
70,30,925038,1186697,20,15,29.528554916381836,33.69875717163086,64.37471771240234,0.0,0.0,26,20,64.37479400634766
70,30,924956,1186680,20,15,29.358640670776367,34.07626724243164,64.37479400634766,0.0,0.0,26,20,64.92434692382812
70,30,925009,1186684,20,15,29.291305541992188,34.07626724243164,64.92434692382812,0.0,0.0,26,21,65.41931915283203
70,30,924927,1186734,20,15,29.36722755432129,33.0628662109375,65.41931915283203,0.0,0.0,26,21,66.26567840576172
70,30,925112,1186752,20,15,29.493452072143555,33.50575256347656,66.26567840576172,0.0,0.0,26,21,66.62692260742188
70,30,925030,1186747,20,15,29.794719696044922,33.50575256347656,66.62692260742188,0.0,0.0,26,21,67.2441635131836
70,30,925204,1186780,20,15,29.96135902404785,33.87941360473633,67.2441635131836,0.0,0.0,26,21,67.2441635131836
70,30,925247,1186661,20,15,29.96135902404785,34.290733337402344,67.2441635131836,0.0,0.0,26,21,67.2441635131836
70,30,925165,1186556,20,15,29.96135902404785,34.6568603515625,67.2441635131836,0.0,0.0,26,21,67.50767517089844
70,30,925083,1186497,20,15,29.917381286621094,34.6568603515625,67.50767517089844,0.0,0.0,26,21,67.74593353271484
70,30,924991,1186734,20,15,29.31533432006836,33.38278579711914,67.74593353271484,0.0,0.0,26,22,65.01667022705078
70,30,925325,1187068,20,15,28.692646026611328,33.38278579711914,65.01667022705078,0.0,0.0,26,22,65.01728057861328
70,30,925499,1187068,20,15,28.558555603027344,34.200775146484375,65.01728057861328,0.0,0.0,26,22,65.01728057861328
70,30,925417,1186963,20,15,28.558555603027344,34.5758171081543,65.01728057861328,0.0,0.0,26,22,65.5020523071289
70,30,925335,1186903,20,15,28.54878807067871,34.5758171081543,65.5020523071289,0.0,0.0,26,22,65.9384536743164
70,30,925243,1187009,20,15,28.293058395385742,33.14936065673828,65.9384536743164,0.0,0.0,26,22,64.47498321533203
70,30,925421,1187157,20,15,28.197912216186523,33.14936065673828,64.47498321533203,0.0,0.0,26,22,63.15810775756836
70,30,925605,1187369,20,15,27.927108764648438,33.9779167175293,63.15810775756836,0.0,0.0,26,23,63.829872131347656
70,30,925523,1187305,20,15,27.981121063232422,33.9476318359375,63.829872131347656,0.0,0.0,26,23,64.43450927734375
70,30,925577,1187241,20,15,28.038570404052734,33.95877456665039,64.43450927734375,0.0,0.0,26,23,65.46812438964844
70,30,925485,1187210,20,15,28.45011329650879,33.95877456665039,65.46812438964844,0.0,0.0,26,22,66.30504608154297
70,30,925538,1187259,20,15,28.855865478515625,33.95877456665039,66.30504608154297,0.0,0.0,26,21,67.272216796875
70,30,925591,1187399,20,15,29.17626953125,33.96762466430664,67.272216796875,0.0,0.0,26,21,67.97691345214844
70,30,925769,1187608,20,15,28.994752883911133,34.310447692871094,67.97691345214844,0.0,0.0,26,21,68.16564178466797
70,30,925687,1187590,20,15,29.209484100341797,34.310447692871094,68.16564178466797,0.0,0.0,26,21,68.33645629882812
70,30,925740,1187551,20,15,29.132144927978516,34.66135025024414,68.33645629882812,0.0,0.0,26,21,68.49044799804688
70,30,925648,1187498,20,15,29.400897979736328,34.66135025024414,68.49044799804688,0.0,0.0,26,21,68.62906646728516
70,30,925691,1187465,20,15,29.43332862854004,34.995941162109375,68.62906646728516,0.0,0.0,26,21,68.75364685058594
70,30,925609,1187408,20,15,29.65774154663086,34.995941162109375,68.75364685058594,0.0,0.0,26,21,68.86597442626953
70,30,925663,1187395,20,15,30.048091888427734,33.73054885864258,68.86597442626953,0.0,0.0,26,22,66.09435272216797
70,30,925570,1187581,20,15,29.647289276123047,33.73054885864258,66.09435272216797,0.0,0.0,26,22,63.84931945800781
70,30,925894,1187839,20,15,29.26178741455078,33.688011169433594,63.84931945800781,0.0,0.0,26,22,63.84931945800781
70,30,925947,1187734,20,15,29.26178741455078,33.9462776184082,63.84931945800781,0.0,0.0,26,22,64.45184326171875
70,30,925855,1187661,20,15,29.308731079101562,33.9462776184082,64.45184326171875,0.0,0.0,26,22,64.45287322998047
70,30,925773,1187645,20,15,29.175817489624023,34.296993255615234,64.45287322998047,0.0,0.0,26,22,64.99502563476562
70,30,925826,1187649,20,15,29.20350456237793,34.296993255615234,64.99502563476562,0.0,0.0,26,22,65.48375701904297
70,30,925744,1187698,20,15,29.34124183654785,34.296993255615234,65.48375701904297,0.0,0.0,26,22,65.92431640625
70,30,925928,1187693,20,15,29.835342407226562,33.28873062133789,65.92431640625,0.0,0.0,26,22,66.67694854736328
70,30,925836,1187742,20,15,30.157686233520508,33.28873062133789,66.67694854736328,0.0,0.0,26,22,67.28608703613281
70,30,926024,1187853,20,15,29.90398406982422,33.25480270385742,67.28608703613281,0.0,0.0,26,22,67.2861328125
70,30,926067,1187749,20,15,30.10493278503418,33.66501998901367,67.2861328125,0.0,0.0,26,22,67.2861328125
70,30,925985,1187645,20,15,30.10493278503418,34.09073257446289,67.2861328125,0.0,0.0,26,22,67.54559326171875
70,30,925903,1187585,20,15,30.111217498779297,34.14314651489258,67.54559326171875,0.0,0.0,26,22,67.54566955566406
70,30,925811,1187585,20,15,29.80555534362793,34.14314651489258,67.54566955566406,0.0,0.0,26,22,67.77935028076172
70,30,925730,1187834,20,15,29.161771774291992,34.095909118652344,67.77935028076172,0.0,0.0,26,22,68.17878723144531
70,30,926052,1188154,20,15,28.55674171447754,34.095909118652344,68.17878723144531,0.0,0.0,26,23,68.34908294677734
70,30,926226,1188263,20,15,28.24219512939453,34.81037521362305,68.34908294677734,0.0,0.0,26,23,68.50244903564453
70,30,926144,1188168,20,15,28.502521514892578,34.81037521362305,68.50244903564453,0.0,0.0,26,23,68.64048767089844
70,30,926187,1188060,20,15,28.723106384277344,34.847625732421875,68.64048767089844,0.0,0.0,26,23,68.87702941894531
70,30,926105,1188074,20,15,29.042984008789062,34.847625732421875,68.87702941894531,0.0,0.0,26,22,69.06906127929688
70,30,926158,1188155,20,15,29.28942108154297,34.847625732421875,69.06906127929688,0.0,0.0,26,22,69.15093994140625
70,30,926201,1188249,20,15,28.95805549621582,35.092247009277344,69.15093994140625,0.0,0.0,26,22,69.22284698486328
70,30,926254,1188154,20,15,29.224037170410156,35.128570556640625,69.22284698486328,0.0,0.0,26,22,69.28756713867188
70,30,926172,1188050,20,15,29.492443084716797,35.43003463745117,69.28756713867188,0.0,0.0,26,21,69.34709930419922
70,30,926091,1188084,20,15,29.439348220825195,35.43003463745117,69.34709930419922,0.0,0.0,26,22,69.40074157714844
70,30,926154,1188175,20,15,29.572189331054688,35.43003463745117,69.40074157714844,0.0,0.0,26,22,69.49237823486328
70,30,926197,1188309,20,15,29.442251205444336,35.43003463745117,69.49237823486328,0.0,0.0,26,22,69.49250030517578
70,30,926250,1188323,20,15,29.440614700317383,35.66200256347656,69.49250030517578,0.0,0.0,26,22,69.53069305419922
70,30,926303,1188359,20,15,29.604631423950195,35.82323455810547,69.53069305419922,0.0,0.0,26,22,67.95854187011719
70,30,926221,1188342,20,15,29.444398880004883,35.82323455810547,67.95854187011719,0.0,0.0,26,22,66.54341888427734
70,30,926139,1188326,20,15,29.29734992980957,35.82323455810547,66.54341888427734,0.0,0.0,26,22,65.05290985107422
70,30,926182,1188233,20,15,29.750001907348633,34.21321487426758,65.05290985107422,0.0,0.0,26,22,63.711448669433594
70,30,926100,1188179,20,15,30.017593383789062,34.21321487426758,63.711448669433594,0.0,0.0,26,21,61.76813507080078
70,30,926143,1188255,20,15,29.73154067993164,33.10102462768555,61.76813507080078,0.0,0.0,26,21,60.508995056152344
70,30,926062,1188507,20,15,29.22524642944336,33.10102462768555,60.508995056152344,0.0,0.0,26,22,59.972198486328125
70,30,926374,1188564,20,15,29.001649856567383,33.092071533203125,59.972198486328125,0.0,0.0,26,22,59.48893356323242
70,30,926427,1188483,20,15,29.092676162719727,33.085899353027344,59.48893356323242,0.0,0.0,26,22,59.05387878417969
70,30,926345,1188380,20,15,29.40633201599121,33.085899353027344,59.05387878417969,0.0,0.0,26,21,58.66307067871094
70,30,926263,1188413,20,15,29.288440704345703,33.50133514404297,58.66307067871094,0.0,0.0,26,21,59.785526275634766
70,30,926306,1188478,20,15,29.378286361694336,33.50133514404297,59.785526275634766,0.0,0.0,26,22,61.70346450805664
70,30,926365,1188637,20,15,29.226085662841797,33.50133514404297,61.70346450805664,0.0,0.0,26,22,62.52157974243164
70,30,926408,1188627,20,15,29.496402740478516,34.18650817871094,62.52157974243164,0.0,0.0,26,22,63.25867462158203
70,30,926460,1188663,20,15,29.54631233215332,34.471946716308594,63.25867462158203,0.0,0.0,26,22,63.922000885009766
70,30,926513,1188701,20,15,29.560522079467773,35.050567626953125,63.922000885009766,0.0,0.0,26,22,64.51790618896484
70,30,926432,1188670,20,15,29.599882125854492,35.050567626953125,64.51790618896484,0.0,0.0,26,22,65.0542221069336
70,30,926474,1188649,20,15,29.55857276916504,33.55143356323242,65.0542221069336,0.0,0.0,26,22,63.6600456237793
70,30,926393,1188592,20,15,29.842140197753906,33.55143356323242,63.6600456237793,0.0,0.0,26,22,61.275421142578125
70,30,926436,1188566,20,15,29.965904235839844,33.55143356323242,61.275421142578125,0.0,0.0,26,22,60.05636978149414
70,30,926344,1188714,20,15,29.760860443115234,32.494354248046875,60.05636978149414,0.0,0.0,26,22,59.0682258605957
70,30,926531,1188819,20,15,29.545074462890625,32.47813415527344,59.0682258605957,0.0,0.0,26,22,58.64649963378906
70,30,926574,1188818,20,15,29.36960792541504,32.479976654052734,58.64649963378906,0.0,0.0,26,22,58.26681900024414
70,30,926492,1188715,20,15,29.733051300048828,32.479976654052734,58.26681900024414,0.0,0.0,26,22,57.92546081542969
70,30,926400,1188735,20,15,29.608661651611328,33.03384017944336,57.92546081542969,0.0,0.0,26,22,59.1207389831543
70,30,926453,1188813,20,15,29.619882583618164,33.03384017944336,59.1207389831543,0.0,0.0,26,22,61.163822174072266
